survey_id,member_id,survey_date,nps_score,csat_score,effort_score,feedback_text,survey_type
S00020364,M00006293,2023-06-08,8,5,1,Quick and easy,periodic
S00020365,M00003209,2024-09-23,10,5,7,,periodic
S00020366,M00004377,2024-06-17,8,3,2,Too long wait time,post_digital
S00020367,M00006395,2023-12-30,10,2,1,"Great service, very helpful",periodic
S00020368,M00005413,2023-08-11,4,1,2,Quick and easy,post_digital
S00020369,M00002308,2023-09-30,0,4,5,Billing is unclear,post_call
S00020370,M00008260,2023-05-09,4,3,3,Billing is unclear,post_call
S00020371,M00006701,2023-11-26,3,4,5,Billing is unclear,post_call
S00020372,M00003752,2024-03-14,2,1,4,Had to call multiple times,periodic
S00020373,M00004432,2024-09-16,0,4,4,Could not find what I needed online,post_digital
S00020374,M00009914,2024-03-19,7,3,1,Agent was knowledgeable,post_call
S00020375,M00000288,2023-04-19,0,4,2,Very satisfied with my plan,periodic
S00020376,M00001760,2023-12-30,5,4,3,Quick and easy,post_digital
S00020377,M00005665,2024-05-11,6,4,4,Too long wait time,post_digital
S00020378,M00001900,2024-11-12,7,5,4,Billing is unclear,post_call
S00020379,M00007038,2024-05-22,7,1,5,"Great service, very helpful",post_digital
S00020380,M00004471,2023-11-20,2,5,4,Quick and easy,post_call
S00020381,M00003393,2023-08-05,6,5,2,Could not find what I needed online,post_call
S00020382,M00008380,2024-02-14,4,3,3,Very satisfied with my plan,annual
S00020383,M00004397,2024-11-14,8,3,4,,post_call
S00020384,M00002467,2024-09-17,10,3,4,,annual
S00020385,M00000281,2024-04-29,6,4,7,Had to call multiple times,post_call
S00020386,M00001499,2024-03-18,6,4,2,,post_call
S00020387,M00000543,2024-04-09,7,5,3,Could not find what I needed online,annual
S00020388,M00002884,2023-11-07,10,4,4,Could not find what I needed online,post_call
S00020389,M00003992,2024-08-09,7,4,2,Quick and easy,periodic
S00020390,M00004273,2024-04-25,6,4,2,Very satisfied with my plan,periodic
S00020391,M00006654,2023-12-19,9,3,3,,periodic
S00020392,M00008675,2024-04-07,5,3,3,,periodic
S00020393,M00005356,2024-02-29,8,5,1,Billing is unclear,post_digital
S00020394,M00006077,2024-04-03,1,5,2,,post_digital
S00020395,M00004696,2024-05-18,6,4,2,Billing is unclear,post_call
S00020396,M00009246,2024-05-13,8,2,7,,annual
S00020397,M00006350,2023-12-23,5,5,1,Had to call multiple times,periodic
S00020398,M00003504,2023-02-12,4,3,1,Had to call multiple times,post_call
S00020399,M00001830,2024-02-27,7,3,4,Process is too complicated,periodic
S00020400,M00009509,2024-03-08,6,4,2,,periodic
S00020401,M00009312,2023-04-30,7,4,2,Too long wait time,post_call
S00020402,M00006856,2023-06-15,2,3,2,Agent was knowledgeable,post_call
S00020403,M00005861,2023-04-01,4,5,1,"Great service, very helpful",post_call
S00020404,M00008438,2024-06-28,9,3,4,,post_digital
S00020405,M00004043,2023-06-15,2,5,1,Could not find what I needed online,post_call
S00020406,M00006241,2023-06-26,4,4,1,,post_call
S00020407,M00005809,2024-02-20,9,3,4,Agent was knowledgeable,post_call
S00020408,M00007437,2024-05-17,6,4,7,,post_call
S00020409,M00008592,2023-09-14,0,3,4,,periodic
S00020410,M00009136,2024-10-22,5,3,4,,periodic
S00020411,M00002131,2023-11-20,1,4,2,"Great service, very helpful",periodic
S00020412,M00006856,2024-04-11,10,5,7,Too long wait time,annual
S00020413,M00005167,2023-10-22,2,4,3,,periodic
S00020414,M00006961,2023-09-26,6,4,4,Quick and easy,post_call
S00020415,M00009422,2023-02-09,8,4,3,"Great service, very helpful",post_call
S00020416,M00006564,2024-11-30,9,5,2,,annual
S00020417,M00004357,2023-10-16,7,4,4,Very satisfied with my plan,periodic
S00020418,M00000404,2023-03-24,8,4,3,,periodic
S00020419,M00004114,2023-04-19,9,4,2,Quick and easy,post_call
S00020420,M00002280,2024-08-15,9,4,4,,post_digital
S00020421,M00001041,2024-04-02,10,3,1,Could not find what I needed online,periodic
S00020422,M00001471,2023-01-18,4,4,2,,post_call
S00020423,M00002083,2023-03-17,8,5,5,,post_digital
S00020424,M00007549,2023-10-07,1,2,4,Billing is unclear,post_call
S00020425,M00000531,2023-08-14,6,2,3,Website is confusing,post_digital
S00020426,M00004346,2023-11-29,8,4,5,Billing is unclear,post_digital
S00020427,M00007141,2024-12-25,3,4,1,Could not find what I needed online,post_digital
S00020428,M00007926,2023-10-28,9,2,2,Process is too complicated,periodic
S00020429,M00007480,2023-11-03,8,5,2,,annual
S00020430,M00004329,2023-08-12,8,5,3,,post_digital
S00020431,M00000944,2024-05-24,6,4,5,Website is confusing,post_digital
S00020432,M00001129,2023-04-01,10,1,4,Very satisfied with my plan,post_call
S00020433,M00007496,2023-11-01,6,5,3,Process is too complicated,post_call
S00020434,M00005618,2023-10-02,10,5,3,Too long wait time,post_call
S00020435,M00000872,2024-09-27,9,3,1,,post_digital
S00020436,M00003570,2023-07-26,8,4,4,Billing is unclear,annual
S00020437,M00003110,2024-12-17,8,3,5,Process is too complicated,post_call
S00020438,M00004475,2023-05-23,7,5,2,Agent was knowledgeable,post_digital
S00020439,M00007540,2023-03-17,9,2,4,Had to call multiple times,post_call
S00020440,M00009579,2023-04-27,3,5,2,,periodic
S00020441,M00004159,2023-06-04,8,1,2,Too long wait time,post_digital
S00020442,M00006211,2024-01-31,6,4,5,Had to call multiple times,post_digital
S00020443,M00007203,2023-10-01,0,3,3,Quick and easy,post_digital
S00020444,M00000293,2023-07-02,2,4,4,Too long wait time,post_digital
S00020445,M00005328,2024-05-12,6,4,1,Too long wait time,post_call
S00020446,M00005382,2024-04-05,2,3,1,Had to call multiple times,post_call
S00020447,M00008757,2023-05-13,7,4,3,,annual
S00020448,M00004633,2024-11-09,8,5,3,Process is too complicated,periodic
S00020449,M00006374,2023-01-03,2,3,2,Had to call multiple times,post_digital
S00020450,M00007112,2023-07-24,10,1,4,,post_digital
S00020451,M00005782,2023-10-15,10,5,4,Could not find what I needed online,post_digital
S00020452,M00002308,2023-03-23,6,4,3,Could not find what I needed online,post_call
S00020453,M00006458,2024-05-02,5,5,3,,annual
S00020454,M00003659,2023-05-17,1,4,3,Too long wait time,periodic
S00020455,M00003879,2024-02-01,6,4,6,,post_digital
S00020456,M00003538,2023-07-21,10,3,2,Billing is unclear,post_digital
S00020457,M00006816,2023-05-16,7,4,3,Process is too complicated,periodic
S00020458,M00005583,2023-02-26,10,3,1,,periodic
S00020459,M00002834,2023-07-07,8,3,2,Too long wait time,post_call
S00020460,M00009677,2023-11-20,8,5,6,Could not find what I needed online,annual
S00020461,M00008775,2024-09-03,6,1,2,Quick and easy,post_digital
S00020462,M00002695,2023-07-18,8,4,2,Billing is unclear,post_digital
S00020463,M00004368,2024-01-02,8,1,5,Very satisfied with my plan,post_digital
S00020464,M00003971,2023-12-23,7,5,2,Very satisfied with my plan,post_digital
S00020465,M00001416,2024-09-07,1,1,2,Agent was knowledgeable,post_digital
S00020466,M00008951,2024-05-23,10,3,1,Very satisfied with my plan,periodic
S00020467,M00008673,2024-08-21,0,3,5,Could not find what I needed online,post_digital
S00020468,M00003505,2024-11-30,0,4,3,Had to call multiple times,post_call
S00020469,M00007726,2023-10-19,0,1,5,,post_digital
S00020470,M00007299,2023-05-16,0,1,4,Could not find what I needed online,post_call
S00020471,M00002102,2024-06-07,4,2,3,,periodic
S00020472,M00004977,2023-06-03,10,4,3,"Great service, very helpful",periodic
S00020473,M00005991,2023-09-07,6,2,4,Agent was knowledgeable,post_call
S00020474,M00001618,2024-12-27,7,3,2,Agent was knowledgeable,post_digital
S00020475,M00003408,2023-08-04,7,5,3,Process is too complicated,post_call
S00020476,M00005290,2024-01-11,6,1,3,Agent was knowledgeable,post_call
S00020477,M00004645,2023-01-03,7,4,2,,post_digital
S00020478,M00002348,2023-05-04,9,3,4,,post_call
S00020479,M00008372,2024-09-02,10,2,7,,annual
S00020480,M00004957,2023-06-14,7,4,3,,post_call
S00020481,M00009814,2024-08-31,9,5,2,Could not find what I needed online,post_digital
S00020482,M00006037,2024-09-25,8,1,3,Very satisfied with my plan,post_call
S00020483,M00009356,2023-12-09,1,2,3,,post_digital
S00020484,M00004077,2023-05-15,9,4,4,Website is confusing,periodic
S00020485,M00009869,2024-07-23,2,5,6,Quick and easy,periodic
S00020486,M00000990,2024-04-28,3,4,4,Too long wait time,post_call
S00020487,M00009459,2023-08-16,1,4,1,,post_digital
S00020488,M00005901,2023-11-27,6,4,4,,post_digital
S00020489,M00006979,2023-03-22,4,3,5,Billing is unclear,post_call
S00020490,M00005867,2023-09-07,0,5,4,Quick and easy,post_call
S00020491,M00001110,2023-04-10,5,3,3,"Great service, very helpful",periodic
S00020492,M00002466,2024-11-15,2,5,2,,post_call
S00020493,M00003089,2024-06-06,2,4,2,,post_digital
S00020494,M00000200,2024-10-11,3,3,3,Billing is unclear,periodic
S00020495,M00001601,2024-11-07,5,4,4,,post_call
S00020496,M00000217,2024-05-12,6,4,7,"Great service, very helpful",post_call
S00020497,M00008084,2024-09-09,5,5,4,Could not find what I needed online,post_digital
S00020498,M00005364,2023-04-30,9,5,2,,post_call
S00020499,M00002795,2023-09-21,1,4,7,Quick and easy,annual
S00020500,M00005918,2024-05-05,3,4,6,Too long wait time,post_call
S00020501,M00009649,2023-10-05,8,1,4,,post_digital
S00020502,M00000014,2024-03-27,6,3,2,"Great service, very helpful",post_call
S00020503,M00003352,2023-11-19,9,5,1,Quick and easy,periodic
S00020504,M00002976,2024-06-30,6,4,4,,periodic
S00020505,M00009840,2023-12-08,6,4,3,Very satisfied with my plan,periodic
S00020506,M00002693,2024-01-28,9,2,6,Agent was knowledgeable,annual
S00020507,M00009520,2024-04-11,7,4,1,Very satisfied with my plan,periodic
S00020508,M00009193,2023-05-13,7,3,1,Quick and easy,post_digital
S00020509,M00000943,2024-03-03,2,4,3,,post_call
S00020510,M00002552,2023-12-31,5,4,1,,post_digital
S00020511,M00005060,2023-02-13,5,3,4,Could not find what I needed online,post_call
S00020512,M00008800,2024-12-02,2,3,7,Process is too complicated,post_call
S00020513,M00005984,2024-07-09,2,5,5,Process is too complicated,periodic
S00020514,M00002585,2023-06-15,8,3,4,Website is confusing,post_digital
S00020515,M00008015,2023-02-03,9,4,2,,post_call
S00020516,M00009917,2023-07-22,6,3,1,Process is too complicated,post_call
S00020517,M00008693,2023-04-11,9,4,2,Process is too complicated,post_call
S00020518,M00005906,2023-07-05,5,4,2,Could not find what I needed online,post_call
S00020519,M00009097,2023-03-12,2,4,5,,post_digital
S00020520,M00002604,2024-03-06,2,4,1,Billing is unclear,post_call
S00020521,M00009705,2023-10-16,10,2,7,Very satisfied with my plan,periodic
S00020522,M00006598,2023-01-05,8,4,2,Process is too complicated,post_digital
S00020523,M00004151,2024-03-26,4,3,3,Had to call multiple times,periodic
S00020524,M00000907,2024-11-17,4,5,6,Quick and easy,post_call
S00020525,M00008674,2024-01-18,7,4,7,Website is confusing,post_digital
S00020526,M00002225,2024-02-11,4,5,3,,post_digital
S00020527,M00005098,2023-03-02,4,5,4,Process is too complicated,periodic
S00020528,M00007831,2024-10-31,8,5,2,,annual
S00020529,M00003636,2023-05-21,1,3,4,,periodic
S00020530,M00004505,2023-09-17,10,2,4,,post_call
S00020531,M00000276,2023-07-23,9,5,5,Could not find what I needed online,periodic
S00020532,M00003957,2023-02-11,8,3,4,Could not find what I needed online,post_call
S00020533,M00005183,2023-07-25,2,3,2,Too long wait time,post_call
S00020534,M00005315,2023-12-11,10,2,3,Could not find what I needed online,post_digital
S00020535,M00004946,2024-03-17,10,5,3,Could not find what I needed online,periodic
S00020536,M00002781,2024-08-28,6,1,4,Billing is unclear,post_digital
S00020537,M00003036,2024-05-11,2,5,2,Too long wait time,periodic
S00020538,M00006464,2024-01-21,9,3,2,,post_digital
S00020539,M00009154,2023-03-11,4,5,4,,post_call
S00020540,M00008851,2023-05-26,7,5,3,Very satisfied with my plan,post_call
S00020541,M00004439,2023-01-19,2,3,1,,post_digital
S00020542,M00007845,2024-07-13,6,2,3,Too long wait time,annual
S00020543,M00004353,2024-12-16,8,5,3,,post_call
S00020544,M00001497,2024-08-15,8,5,5,,post_call
S00020545,M00005257,2024-05-03,0,2,5,Agent was knowledgeable,post_digital
S00020546,M00002230,2023-07-05,6,1,5,Website is confusing,annual
S00020547,M00002278,2023-03-25,8,4,3,Had to call multiple times,periodic
S00020548,M00009161,2023-03-04,8,5,7,Website is confusing,post_call
S00020549,M00005477,2023-06-01,6,3,4,Too long wait time,post_call
S00020550,M00009808,2024-02-12,5,5,5,Quick and easy,post_call
S00020551,M00002484,2023-08-15,7,3,2,Could not find what I needed online,periodic
S00020552,M00005173,2023-06-10,2,2,2,Quick and easy,post_call
S00020553,M00009199,2024-04-12,9,1,1,Billing is unclear,periodic
S00020554,M00004190,2023-04-28,0,1,7,Too long wait time,periodic
S00020555,M00000228,2024-01-07,7,4,4,Website is confusing,periodic
S00020556,M00007037,2023-05-29,9,3,4,Quick and easy,post_call
S00020557,M00008422,2023-11-13,7,3,3,Quick and easy,periodic
S00020558,M00005988,2024-08-26,2,3,3,,periodic
S00020559,M00008208,2023-11-01,7,3,7,Had to call multiple times,post_call
S00020560,M00003249,2023-10-14,5,3,3,Could not find what I needed online,periodic
S00020561,M00004169,2024-02-12,1,4,4,Quick and easy,post_digital
S00020562,M00007438,2024-04-28,3,5,2,Billing is unclear,annual
S00020563,M00005417,2024-05-15,2,1,3,Too long wait time,post_digital
S00020564,M00002664,2023-11-13,7,3,4,,post_call
S00020565,M00004296,2024-01-20,4,4,2,Very satisfied with my plan,post_call
S00020566,M00006367,2023-07-14,4,4,5,Billing is unclear,post_call
S00020567,M00009511,2023-08-07,5,3,1,Agent was knowledgeable,post_call
S00020568,M00009523,2024-05-22,9,3,3,Very satisfied with my plan,periodic
S00020569,M00004891,2024-11-27,6,4,3,Very satisfied with my plan,periodic
S00020570,M00009784,2024-09-07,2,4,4,Could not find what I needed online,post_digital
S00020571,M00002240,2024-09-24,8,4,5,Process is too complicated,post_call
S00020572,M00001716,2024-04-26,3,2,2,Could not find what I needed online,post_call
S00020573,M00003561,2024-05-02,3,4,4,Agent was knowledgeable,post_call
S00020574,M00000487,2023-01-25,8,3,3,,annual
S00020575,M00008574,2023-05-20,7,3,2,Very satisfied with my plan,post_call
S00020576,M00002744,2024-02-01,1,1,5,,post_call
S00020577,M00007937,2023-07-22,10,5,4,Very satisfied with my plan,post_call
S00020578,M00000579,2024-10-07,0,5,7,,post_call
S00020579,M00000593,2023-11-28,9,4,1,,annual
S00020580,M00001367,2024-11-20,2,4,5,Very satisfied with my plan,post_digital
S00020581,M00001046,2024-11-04,4,4,3,Could not find what I needed online,post_digital
S00020582,M00007830,2024-07-09,4,4,4,,periodic
S00020583,M00003386,2024-10-18,9,5,5,,post_digital
S00020584,M00003386,2023-08-23,3,3,1,,post_call
S00020585,M00008373,2024-09-23,4,4,1,,periodic
S00020586,M00009445,2024-08-09,7,3,4,,post_call
S00020587,M00001698,2023-08-25,7,5,2,Website is confusing,annual
S00020588,M00009180,2023-05-11,4,3,4,Billing is unclear,post_digital
S00020589,M00000729,2024-11-10,8,3,3,,periodic
S00020590,M00004251,2024-01-01,4,2,1,Too long wait time,periodic
S00020591,M00001022,2023-05-13,7,4,1,,post_call
S00020592,M00005984,2024-11-08,9,4,6,Website is confusing,post_call
S00020593,M00003177,2024-09-09,4,3,6,Website is confusing,post_call
S00020594,M00001852,2024-07-03,7,4,4,Process is too complicated,post_call
S00020595,M00009484,2023-08-17,10,3,4,Agent was knowledgeable,annual
S00020596,M00004526,2024-12-16,10,4,6,,post_call
S00020597,M00003719,2024-06-10,2,1,5,,periodic
S00020598,M00007527,2023-01-15,8,1,1,Very satisfied with my plan,post_call
S00020599,M00005542,2023-06-02,6,5,3,Billing is unclear,post_call
S00020600,M00002168,2023-05-17,10,5,2,Quick and easy,post_call
S00020601,M00004194,2024-08-28,6,4,1,,annual
S00020602,M00003798,2023-03-16,2,4,2,,post_call
S00020603,M00003195,2024-03-26,7,4,1,Billing is unclear,post_call
S00020604,M00003144,2023-01-27,5,3,6,"Great service, very helpful",periodic
S00020605,M00003405,2023-03-13,5,4,2,,post_digital
S00020606,M00006091,2024-05-24,6,3,1,Website is confusing,periodic
S00020607,M00004396,2024-12-23,2,5,4,Billing is unclear,periodic
S00020608,M00008988,2024-10-21,1,2,5,Too long wait time,post_call
S00020609,M00003594,2024-05-22,9,4,3,,periodic
S00020610,M00000641,2023-03-11,7,5,4,Had to call multiple times,post_digital
S00020611,M00009355,2023-02-28,6,3,5,,post_call
S00020612,M00002926,2023-11-24,8,4,3,Quick and easy,post_call
S00020613,M00004951,2024-09-22,5,4,3,"Great service, very helpful",post_call
S00020614,M00000663,2023-04-06,9,5,3,Billing is unclear,post_digital
S00020615,M00001290,2024-02-08,9,4,2,Had to call multiple times,post_call
S00020616,M00008100,2024-10-02,8,1,2,,post_call
S00020617,M00007314,2023-12-08,9,1,3,"Great service, very helpful",periodic
S00020618,M00001988,2023-10-03,9,2,4,"Great service, very helpful",post_digital
S00020619,M00000097,2023-09-21,7,3,4,,post_call
S00020620,M00004145,2024-11-01,7,4,1,Had to call multiple times,periodic
S00020621,M00006272,2023-08-29,6,5,2,Too long wait time,post_call
S00020622,M00006692,2023-07-30,10,3,4,Process is too complicated,post_digital
S00020623,M00005909,2023-09-04,7,4,2,,post_call
S00020624,M00006199,2024-11-19,5,4,2,Had to call multiple times,post_call
S00020625,M00004864,2024-05-22,7,2,3,Agent was knowledgeable,post_call
S00020626,M00008606,2023-02-20,4,1,3,,annual
S00020627,M00005631,2023-09-10,6,1,4,Agent was knowledgeable,post_digital
S00020628,M00001429,2023-12-01,8,4,2,Quick and easy,post_call
S00020629,M00000743,2023-01-20,9,5,5,Website is confusing,post_call
S00020630,M00002289,2023-03-11,8,3,3,,annual
S00020631,M00005130,2023-12-19,6,2,1,"Great service, very helpful",post_call
S00020632,M00008298,2023-03-01,9,4,2,Could not find what I needed online,post_digital
S00020633,M00004707,2024-11-19,6,5,2,,post_call
S00020634,M00001848,2024-01-18,0,5,3,,post_call
S00020635,M00007133,2024-12-01,5,2,5,,post_digital
S00020636,M00002048,2023-11-17,10,3,6,,post_digital
S00020637,M00000251,2023-04-30,10,5,3,Billing is unclear,post_call
S00020638,M00002280,2023-07-16,7,3,3,Quick and easy,periodic
S00020639,M00000058,2024-01-08,3,4,2,,post_call
S00020640,M00001193,2024-03-17,9,3,6,"Great service, very helpful",post_call
S00020641,M00005595,2023-05-27,7,5,1,Website is confusing,periodic
S00020642,M00001184,2023-10-20,6,4,4,Billing is unclear,post_call
S00020643,M00000860,2024-12-18,9,3,3,Process is too complicated,post_digital
S00020644,M00003409,2024-04-24,9,3,1,Could not find what I needed online,post_call
